restaurant_id,restaurant_name,has_menu,method,valid_review_count,top1_menu,top1_count,top2_menu,top2_count,top3_menu,top3_count,top4_menu,top4_count,top5_menu,top5_count
catchtable_OW0KX2t72YQadIcwKuTPIQ,죠죠 성수점,True,weighted_match,1465,돈페이야끼,34,폭포테이토,16,카라이 야끼소바,11,시오 야끼소바,5,시그니쳐 2인,5
catchtable_yjJZfqT3o3dlw8NiQilppQ,시즈널테이블,True,weighted_match,113,꾸리살,8,홍시소스와 부라타치즈,7,새우를 곁들인 미나리 볶음,3,새우채운 표고조림,2,,
catchtable_jE7PlO2YBVqdm0l7UzTQEw,사이,True,weighted_match,145,사시미 모리아와세,18,우니,5,우니 이꾸라 참치 폭탄마끼,5,눈꽃크림새우,4,게살 새우 크림 고로케,4
catchtable_U2VN_L1TrvwYTt2XVH1Wog,우가,True,weighted_match,248,숙성 꽃등심 (100g),33,소고기 크림볶음밥,21,숙성 차돌박이 (170g),21,숙성 육회비빔밥,19,숙성 양념육회,15
catchtable_IlNIglNtRH29udtzodXbaw,신도마켓&신도랩,True,weighted_match,404,7788 스테이크 테이스팅 코스,126,펀다이닝 코스,51,,,,,,
catchtable_lpvVDXZ4HbJ-oxZwWm5Veg,베비토레(Bevitore),True,weighted_match,172,"바틀와인 (68,000 ~)",117,주류 글라스 리스트,20,"랍스터 라비올리, 자몽, 감자, 비트 (시즌)",9,"홍새우, 백합, 앤초비, 부지아떼",4,"화이트 아스파라거스, 사바용 (시즌)",3
catchtable_cyqLbAynLbqegociBQIYmw,심야식당 하리,True,weighted_match,329,후토마끼,36,바지락술찜,13,스키야끼,4,사시미 모리아와세,3,후토마끼 반줄,2
catchtable_hBVRtKADGINQgTEE07hl5A,미래회관 한남 본점,True,weighted_match,436,드라이에이징 목살 340g,35,석박지 볶음밥,25,드라이에이징 삼겹살 170g,17,소고기된장술밥,17,소고기 시골 된장찌개 (공기밥 포함),11
catchtable_M3a8RrEVWwoMOLe5mJqpFw,GOUM | 고움,True,weighted_match,1356,런치,47,디너,38,,,,,,
catchtable_9Il_qq69Hz04DHcjXnns4w,트라가 여의도점,True,weighted_match,149,뽈뽀,4,샥슈카,3,참피뇨네스,2,하몽샐러드,1,이베리코스테이크,1
catchtable_NN3o8U8EWJWCP9EUxKJgKg,아나고야,True,weighted_match,249,식사,18,제철 해산물,16,안키모,2,수육 및 국물,2,한우 사시미,1
catchtable_MLb36AYE1X2nXAZVnDcvHQ,스시도원,True,weighted_match,248,런치 오마카세,46,디너 오마카세,44,,,,,,
catchtable_Pzz11nG3XKzBVpLmV0AVnw,우미학,True,weighted_match,673,등심,52,안심,28,새우살,19,치즈구이,11,차돌깍두기볶음밥,4
catchtable_40wrJHwnfvp0MtNkAXS6bQ,우오하나 신사점,True,weighted_match,1055,제철 사시미 모리아와세,83,카니미소 코라야키,32,전복 게우소스 비빔면,21,,,,
catchtable_wZvUndvPL0obgl1JVfElzQ,테이스팅룸 IFC몰점,True,weighted_match,541,전복 솥밥 리조또,3,시금치 플랫브레드,3,트러플 파케리 파스타,2,발사믹 관자,1,발사믹 포모도로 파스타,1
catchtable_YmBaz-P3utfOmW6tWulR0w,꽁크 Conques,True,weighted_match,1258,와인,80,봉골레,28,맥주,5,문어와 옥수수 퓨레,2,부라타 치즈,2
catchtable_RKx3PfcrwCwuvE3qPzr9Yg,몽중헌 문정점,True,weighted_match,886,유린기,10,우육탕면,7,팔보채,4,잡탕밥,4,춘권,4
catchtable_S76s2MPhLPL0qEfcFStOsQ,애국돼지 신평점,True,weighted_match,117,1인 무한리필,10,든든한 공기밥(고봉밥),5,꽃게된장찌개,5,살얼음 냉면,4,,
catchtable_Hbkpav02UD9ty-Y7q6CvEg,서울 오마카세 우미마토,True,weighted_match,2099,카이센동,236,소바,48,판나코타,13,우동,12,5종 사시미,5
catchtable_Iu5UY68WO-xBYkZcKk485g,낭만원,True,weighted_match,159,고추유린기,9,오징어 짬뽕,5,짜장면,5,마파두부,3,가지밥,3
catchtable_vgMCX-rOa9fRli_yMZ0mVg,브리비트 성수,True,weighted_match,319,트러플감자튀김,2,베이컨 크림 파스타,2,매콤 봉골레 오일 파스타,1,데킬라 선라이즈,1,멜론볼,1
catchtable_OZ1w64R5cufkereSvElYfQ,우탭 강남점,True,weighted_match,172,한우 국수전골,11,한우 불고기전골,7,한우라면,6,한우 깍두기 볶음밥,5,한우육회,4
catchtable_LLE5GclDNx5ogJHEtujuHA,와우리장작구이 안녕점,True,weighted_match,208,고기무한메뉴(1인),61,생오리차돌정식(1인),35,생오리차돌구이(1인),30,매콤생오리차돌(1인),30,오리탕정식(1인),19
catchtable_maJInKzTuaySvgHHapAMaw,스시아이 ,True,weighted_match,713,특스시포장12종,131,점심 오마카세,76,저녁 오마카세,72,,,,
catchtable_sz0MHjTylck2yz4tDoOKog,오제제 강남점,True,weighted_match,1049,청귤소바,33,카레,26,카다이프 새우튀김,10,지도리 우동,7,가지 멘치카츠,1
catchtable_D5xiH0SUBL0AjY9XAfmqbA,박쉡,True,weighted_match,169,이베리코 스테이크,4,오징어 리가토니,3,버섯 크림 파스타,2,채끝 스테이크,2,봉골레 파스타,1
catchtable_WkAWzepd224ECU8edHWERQ,스시아메,True,weighted_match,239,저녁 오마카세,25,스페셜 오마카세,25,점심 오마카세,24,,,,
catchtable_fVwvFdBGpUJQR-g5qI4iqA,팔딱,True,weighted_match,324,연어반 방어반 한상(소)~(대),47,방어한상(소)~(대),43,고구마튀김4P + 새우튀김4P,21,연어김밥,9,회덮밥,2
catchtable_LQG5CkxJDnryWmPoRPrJZw,스시사카바 야마타츠,True,weighted_match,222,봉골레라멘,7,안키모,7,하이볼,5,토로타쿠,4,치킨난반,2
catchtable_5MJO2VUrnH1-0MAQ_UKhmg,용가회전훠궈 명동점,True,weighted_match,1925,평일 점심 (~15:00),30,평일 저녁 (15:00~),30,주말 및 공휴일,25,,,,
catchtable_o7mbeMZJE8FoGbnSH1o-_w,만리지화,True,weighted_match,532,장어덮밥도시락,155,장어덮밥 한상,152,장어 소금구이 구절판,144,장어 소금구이 한상,129,세가지 맛 스페셜 장어 한상,115
catchtable_cqPTzQbeEBwP9ShGH4Zo6w,테리토리,True,weighted_match,209,알배추 파스타,24,트러플 크림 뇨끼 그라탕,19,테리토리 브런치 세트 [2인],19,테리토리 브런치 세트 [3인],19,테리토리 브런치 세트 [4인],19
catchtable_fdaHzJc-Rx_msJQwcF34rQ,뜨락,True,weighted_match,589,한우 안심 육전,112,통안심추리<한정판매>,96,안심 130g,88,채끝등심 130g,39,한우육회,34
catchtable_81Elm5nOaOkCu66vBXNZmA,와사이진,True,weighted_match,225,디너오마카세,31,,,,,,,,
catchtable_pDdScg_trKCYCRMrGcX0Jw,스시이케도,True,weighted_match,125,단품예약 (오픈 후 순차 적용 예정),9,,,,,,,,
catchtable_D9g5ST2wt1pjxLj7ycsCHQ,사케쇼프,True,weighted_match,247,고등어 봉초밥,9,사시미 플레이트,4,전복내장 파스타,3,아게다시도후,1,문어구이,1
catchtable_sIw2TaQMeU4WAfS2WZH2gw,오시 일산직영점,True,weighted_match,106,오시노미야끼,5,야끼소바 삼겹살말이,1,오시야끼소바,1,미소 야끼소바,1,모찌돈페이야끼,1
catchtable_t-c6hlCa5lNxY3WMy3ybBg,아델라베일리,True,weighted_match,162,아델라 코스,13,디너코스,10,리코타치즈 샐러드,7,부라타치즈 샐러드,6,연어 스테이크,5
catchtable_wP-96takmlxejVtgZDPRzg,비바라쵸,True,weighted_match,428,하몽,17,크레마 데 감바스,3,감바스 B세트,2,치즈케이크,1,우에보 에스트레야도스,1
catchtable_ILgI-ZydBQ7EaqZfyR-QUg,세디치(sedici),True,weighted_match,766,와인,78,버터 파스타,18,새우 크럼블,18,아마트리치아나,17,블랙 리조또,11
catchtable_iUJzgJ4O0T7-Rag_-kmGeQ,스시도손,True,weighted_match,1642,런치 오마카세,298,디너 오마카세,296,프라이빗룸,38,,,,
catchtable_UM2OfNi7bXEehdklGQes6Q,송계옥 교대,True,weighted_match,142,사이양념,16,사이소금,14,목살,7,연골,2,,
catchtable_n3djHf4ay1bOO3Dp2GjeZg,그랜드애플,True,weighted_match,142,,,,,,,,,,
catchtable_VUS53BkYniMkNkpZrI2xwQ,기후,True,weighted_match,476,기후 오마카세 (런치/디너 단일메뉴),104,,,,,,,,
catchtable_CSNkQpU0ao7Z3U0I03FV6g,홍홍,True,weighted_match,164,계란파밥,11,미더덕 된장찌개,7,감자냉면,3,갈매기 주물럭 한판,1,소 안창살,1
catchtable_BivJjo_F4iBTxN8LRMzvCw,파사주 Passage,True,weighted_match,995,치킨 프리카세,14,파흐망티에,14,사보이양배추,6,파리지엥 뇨끼,5,쁘아송 스파게티니,4
catchtable_QRj2QxcdC3_wv-Svzzidnw,스모크 트레인,True,weighted_match,138,앙쿠르트 스프,10,훈제닭다리(1개),6,수제소시지(1개),5,매쉬 포테이토,3,방울토마토 or 파인애플꼬치,3
catchtable_JO1k3aiUupUmTjDp4ZhtKA,선재,True,weighted_match,459,*평일 점심* 일품 무한리필 샤브 [성인],115,특상 무한리필 샤브 [성인],109,일품 무한리필 샤브 [성인],107,극상 무한리필 샤브 [성인],106,소고기 백합 샤브 정식,55
catchtable_iAe-IzrUkEA1NGkaRNO9CQ,우스페이스/Woo Space,True,weighted_match,720,스페셜코스,57,베이직코스,50,스테이크 선택 필수(100g기준),14,WOOSPACE PART II 전체대관,14,,
catchtable_EnwIgW6nkmVHG8ICHENGwA,맥켄지 (Mckenzie),True,weighted_match,145,시그니처 우설,11,돼지감자,9,수제 베이컨 버거,9,잉걸불에 구워낸 설원버섯,5,브리오슈,4
catchtable_QRdazeriwJrhazPlEtzTJA,스시 소우 sou 蒼,True,weighted_match,151,,,,,,,,,,
catchtable_s4UhcmMLN43kltSEj5nOFg,12월20,True,weighted_match,307,한우 타르타르,4,감자뇨끼,3,비스큐 파스타,3,채끝등심,1,우니버터 파스타,1
catchtable_KLE16LWsAyrTrXO594UwmA,마담풍천 합정,True,weighted_match,605,마담풍천 디너 장어 오마카세,276,마담풍천 장어덮밥 정식,182,마담풍천 장어덮밥 정식 大,182,풍천 장어 구이[단품][1인분],149,마담풍천 런치 오마카세,28
catchtable_81oNNdbE8sqzCWxAPo4eTA,야키토리 코사카,True,weighted_match,210,토종닭 7종 술안주 코스,30,5종 술안주 랜덤코스,23,,,,,,
catchtable_P0CTafQWz4YBRTJeggDNDA,스시이찌 성수점,True,weighted_match,260,런치 스시오마카세,80,디너 스시오마카세,80,주말 런치 스시오마카세,80,,,,
catchtable_csfYeLDqIRu6e8HX5rR4RQ,통의동 국빈관,True,weighted_match,407,갈비 볶음밥,3,사골 떡국,1,해장 라면,1,한우 생갈비,1,연탄 양념 소갈비,1
catchtable_eTdStjcYCn5LhZxatdNgSw,후제(fuje),True,weighted_match,802,,,,,,,,,,
catchtable_xmlEcqH5248kdkW7WxSEAg,을지잔치,True,weighted_match,242,안주오마카세 ”적당“,53,안주오마카세 ”든든“,27,주류,17,닭백숙,16,모듬사시미 1인 (인원수 관계없이 1인 주문가능),6
catchtable_YnX2sqoTSumVsoM-ZPP2lQ,타로와인바 서랍,True,weighted_match,316,양송이 퐁퐁퐁,27,[페스코]명랑한 명란 청경채 파스타,26,"로마의 추억, 까르보나라",13,타로 상담,3,치즈범벅 시금치 에그팟,2
catchtable_50j6ozcLTJ1ELg4FftvGaQ,닌니쿠요코초,True,weighted_match,366,명란크림우동,13,모찌리도후,2,유자사와,2,화요토닉,1,명란구이,1
catchtable_oh9zGuOZ5eLazp8hvnjhvw,골든센트리,True,weighted_match,437,방방지,6,광동식 탕수육,6,어향 가지,6,중국식 사시미,3,갈릭 버터 새우,2
catchtable_U6DseIQUQ0Qe2CQwExYxNA,배수사,True,weighted_match,245,봉초밥,18,후토마끼,9,모쯔나베,4,메로구이,3,전복내장파스타,2
catchtable_D6p2F28YaWDo2klILHBinQ,우와정,True,weighted_match,128,한우 된장말이죽,13,특 안심,12,한우 미나리 볶음밥,12,새우 등심,7,한우 버섯 불고기 전골,6
catchtable_Qzi3qUXx8N2O903FtrqgvA,아고야,True,weighted_match,231,[B코스] 가성비 메뉴,35,[S코스] 인스타 깍둑 스페셜,33,[C코스] 모든부위를 한번에,24,,,,
catchtable_mX63J4LGM_KGxzXydHMSJA,지지타운,True,weighted_match,1238,낙지김밥,18,간장새우 카펠리니,13,감자튀김,7,사시미,5,나가사키 나베,1
catchtable_RDu0AHV9EvcxZkYfY_TTrQ,오마 파스타 바,True,weighted_match,240,트러플 크림,10,한우 까르파치오,6,포모도로,4,초리조 갈릭오일,2,제네베제,2
catchtable_9AVYSYNMnd2rVaf8dMUccQ,정숙성 샤로수길 본점,True,weighted_match,246,[점심&저녁] 청어알 비빔냉면,29,正熟 돈마호크(400g) [한정수량],18,正熟 삼겹살(180g) [한정수량],17,[평일 점심] 우렁이 된장찌개 세트,16,11분 계란찜 (*키즈 메뉴 겸),16
catchtable_HeMyblRpy1_1wi6L_YLFNw,오슈 osiu,True,weighted_match,426,"잠봉 뵈르 (직접 만든 훈연 햄과 버터, 빵)",19,"직접만든 양고기 소세지, 가람 마살라 소스",18,숯에 구운 한치와 태국식 얌 샐러드,17,훈연 청어와 계란,14,"숯에 구운 닭과 레드 커리, 고수",9
catchtable_qX708ZiopFHfWkxqEVfLHA,후추포인트 강남,True,weighted_match,635,화이트 라구 파스타,20,초당 옥수수 뇨끼,10,새우 루꼴라 파스타,2,김치 볶음밥,2,클램차우더,1
catchtable_Vpafpv-v3Y2o2torCcspqw,js가든 잠원점,True,weighted_match,194,북경오리 Small,31,북경오리 Regular,31,특선냉채 Small,4,특선냉채 Regular,4,목화솜 탕수육 Small,4
catchtable__QJD806YOaDvtDv5RFsHPA,얼쑤비스트로,True,weighted_match,287,<저녁> 첫번째 맡김차림 8.9,12,<저녁> 두번째 맡김차림 5.9,12,Vip 맡김차림,12,,,,
catchtable_YpSFI2fWH1R17LyR9lIRqQ,미식반주,True,weighted_match,117,주류메뉴 사케,5,주류메뉴,1,,,,,,
catchtable_O2Xk9DJKOr9TE9MtEmptiw,안다미로스시,True,weighted_match,410,초밥10p+사시미2p+치라시스시+수제새우튀김+계절식사,80,런치B 초밥8P+계절식사+수제새우튀김,64,런치C 초밥 10p + 계절식사 + 수제새우튀김,64,특선 초밥 12p + 계절식사,64,쉐프 초밥 12p + 계절식사,61
catchtable_26rJWlB5aK6_KAQ_WYxtsQ,버치서울,True,weighted_match,133,후무스와 그릴 플랫브레드,22,절인 고등어 타르틴,15,참나물 페스토 파스타,11,그릴 오징어,5,제철 크루도,1
catchtable_bVLgpQgpLwsOrKdhGSQNUw,베이킹도우,True,weighted_match,222,루꼴라,55,프로슈토 루꼴라,45,마르게리따,15,초리조,13,딜 피클 4pcs,11
catchtable_apR-mlcT1Q21da4QqbQ53Q,토우지,True,weighted_match,297,네기도로마끼,32,사시미 모리아와세,25,고등어봉초밥,15,토우지 후토마끼,13,오뎅나베,8
catchtable_9fD_ww_wz4MnXhsuZeG9Rg,와루가키노 아소비,True,weighted_match,197,인스타 스토리 영업공지 참고 필수!!,10,,,,,,,,
catchtable_YaZAiU9-ZhOe5ECtQVgPjQ,청담 피플 더 테라스,True,weighted_match,324,생일패키지,2,퐁당쇼콜라,2,페스츄리 스윗 브리치즈 피자,2,차돌김치볶음밥,1,우니 파스타,1
catchtable_9BGP1_qqvVVVYEp6tyn20w,니얼더파크,True,weighted_match,253,김명란 크림 파스타(생면),66,트러플 크림 뇨끼,51,토마토파스타(생면),49,마르게리따,4,모르타델라 햄 & 피스타치오,2
catchtable_18z-TijA29raxTZuWeeTdQ,이치고(ICHIGO),True,weighted_match,654,고등어 봉초밥,7,멘치카츠,4,네기토로마키,2,규스테이크,2,타마미소와 시로미아에,1
catchtable_jW8HWk8ZlKHPEefpj4wJyw,한남타츠,True,weighted_match,631,타츠 후토마끼,2,메로조림,1,한우 육회 타르트,1,성게알과 단새우회,1,타츠 카이센동,1
catchtable_XGuprFsnlDz7BJKyoTrO_g,헤이든 성수,True,weighted_match,127,동파육,37,쉬림프챠우멘,4,치즈버거춘권,3,시추안 마늘쫑면,2,쿵파오치킨,1
catchtable_nL1fSJS-HhsuaI9bZ2eBAg,여담,True,weighted_match,212,여담D,1,,,,,,,,
catchtable_xY4uVDRwq4BC8fyuIOpYog,요리야희야,True,weighted_match,168,한우 미소 모츠나베,18,히라마사(부시리) 사시미,12,희야 디너코스 (최소 1일전예약 필수),12,바지락 솥밥,7,민물장어 구이,5
catchtable_7jEVo7GzJTcHAHG2vJXAEQ,써니눅,True,weighted_match,276,대파크림뇨끼,15,고구마튀김,8,감자튀김,3,크리스피 치킨 샌드,2,크리스피 치킨 와플,2
catchtable_OiwCYf9bS3vs_xRqT-3jDg,몽쁘띠쁠라,True,weighted_match,243,살치살 스테이크,9,라구파스타,6,트러플 감자튀김,2,라따뚜이,2,바질페스토 파스타,2
catchtable_PC53M_KOiXXQnGe84Phz7g,정통춘천닭갈비,True,weighted_match,540,볶음밥,122,치즈사리,50,라면 or 우동사리,43,공기밥,3,주먹밥,1
catchtable_V2xE3BOFwplocjtje4URyw,더바른정육식당 2호점(논현직영점),True,weighted_match,110,한우 부추 술밥,12,한우 육회,11,한우전복 물회,10,제주 흑돼지 사골 김치찌개,6,제주 흑돼지 오겹살 170g,5
catchtable_6Sty9on_qDDhr5Y6lLqHqA,다이닝 목로 성수점,True,weighted_match,118,마라 곱창 전골,16,목로 곱창 전골,16,연어 숙성회,7,목로 수제 가지튀김,7,모듬 튀김,7
catchtable_7cyek5t1e-cZfQ7VSxLBXw,부막숯불닭갈비 부산대점,True,weighted_match,134,볶음밥,9,목살,5,닭개장,1,초계비빔밥,1,철판 닭갈비,1
catchtable_7SPo9gwEECPG-dM3qZESDw,스시노칸도 타임스트림점,True,weighted_match,101,초밥 한 접시,48,,,,,,,,
catchtable_riOxy2FHSQNK8bzRSzN_aw,남원통닭,True,weighted_match,216,후라이드양념 반반치킨,77,후라이드 치킨,43,닭똥집,20,양념치킨,2,,
catchtable_RKa8_dJvotYJvXyD8zoYig,리에또,True,weighted_match,239,어란과 우니,9,뜨리빠,2,따야린,2,관찰레,2,알리오올리오,2
catchtable_Y0w1tK7KuaPE6FY65yXjeA,나츠가,True,weighted_match,297,떡구이,5,감자사라다,5,해장라면,2,츠쿠네,2,오이무침,1
catchtable_RhhyemMJoI_UnnyuUyOa0g,몽크스부처 도산,True,weighted_match,344,블랙 오일 갓파스타,5,토마토 라구 코티지 파이,4,비건 비프 치즈버거,2,타르타르 두부치킨,1,볏짚 포르치니 크림 라자냐,1
catchtable_rl2AGqcX0bZSnj1WONasxw,롯데호텔서울 피에르 가니에르,True,weighted_match,121,런치 데쥬네 코스,12,디너 에스프리 코스,12,,,,,,
catchtable_PVKCWrDO8Xvqx8Zb-RbArQ,토파,True,weighted_match,579,,,,,,,,,,
catchtable_7DjnJacFWyaFqsZcxDaUow,루드베키아,True,weighted_match,184,프리타타,7,비프 부르기뇽,6,시트러스 리코타 샐러드,2,당근라페,2,프렌치토스트,1
catchtable_oq2kdxLsei1belErNS_ekA,이자카야나무 종각점,True,weighted_match,110,문어튀김,2,연어 사시미,2,도미 사시미,1,밀푀유나베,1,연어초밥,1
catchtable_Vf6ZnfA_w-t7fB8EoGtpbw,자주테이블,True,weighted_match,116,소프트 크랩 비스큐 파스타,17,오징어 튀김 샐러드,8,리코타 홈메이드 팬케이크,5,떡볶이,4,성게알 파스타,4
catchtable_43b6kPNrsN6GSwFLe4UIfA,다이닝고,True,weighted_match,281,"우니, 단새우, 네기도로, 아보카도, 김",23,계절 사시미,17,모둠스시,7,규카츠 샌드,5,한우 채끝구이,5
catchtable_xQsUe1Wi9NPgw7jjg8snLQ,수담 죽전본점,True,weighted_match,150,얼큰전골 2인,27,[포장]영양만둣국 1인,6,[포장] 영양만둣국 2인,6,공기밥,4,만두전골 포장 2인,4
catchtable_gMh1UfToFWzktVFWWsGRfw,회뜰때까지,True,weighted_match,1377,시마아지+모둠회 코스1인(오마카세 아닙니다),350,모둠회 코스 1인(오마카세 아닙니다),349,하나야구 준마이,115,산토리/제임슨/유자 하이볼,31,한라봉샤벳/바질토마토 하이볼,31
catchtable_hOVLKwSOY8YZHYYHcz2nUg,한땀스시,True,weighted_match,464,한땀스시코스,75,사시미코스A,63,사시미코스B,63,카이센동코스,55,모듬스시A코스,44
catchtable_qhOOBQffFplI7newifC7QQ,히까리 ,True,weighted_match,632,카운터오마카세,155,런치오마카세,144,,,,,,
catchtable_XjrB5Sf2Qp8UMHNsYMtBTw,돈까스의정원 광안본점,True,weighted_match,149,매운고기카레,20,새우튀김 1미,14,제주 난축맛돈 상로스카츠<특등심>,3,지리산 버크셔 로스카츠<지등심>,2,지리산 우리흑돈 로스카츠<지등심>,1
catchtable_qZ8yy4ekxYAfP4c0G5Lb6A,코자차 kojacha,True,weighted_match,327,코자차 점심 코스,41,코자차 저녁 코스,41,,,,,,
catchtable_KGinYuLFq97pp1PI6TVXvQ,더 시옷,True,weighted_match,332,단호박피자,16,시금치 뇨끼,8,고추장 로제 투움바,3,마르게리따,3,300g,3
catchtable_TQ313JBvkFMepqGbs3HKPw,한미옥 여의도직영점,True,weighted_match,945,차돌구절판,39,된장술밥,30,메밀전,18,경탁주,1,물냉면,1
catchtable_vWVINKVSUJJQGx19ZpedEg,토리냥,True,weighted_match,392,제철사시미,28,우설 꼬치구이,25,양배추샐러드,4,,,,
catchtable_vhGz5GSD1-WKkuj38Q1Kww,아웃오브오더,True,weighted_match,171,와인,8,전통주,7,알배추 구이,4,봉골레 칼국수,3,된장 까르보나라 수제비,2
catchtable_flKVS9FQrMHHTwtvm2-A3w,아르데레,True,weighted_match,1361,글라스와인 [Wine by the Glass],146,"트러플 딸리올리니 [Truffle, Tagliolini]",79,감자 뇨끼 [Potato Gnocchi],68,생선 스테이크 [Fish Steak],40,잠봉 씬피자 [Jambon Thin Pizza],40
catchtable_xeu_SxJ-OWMg48tnqIchpQ,엘몰리노,True,weighted_match,1438,튜나 토스타다,29,타코 테이스팅 메뉴,7,관자 토스타다,4,몰레 & 양갈비,1,잿방어 아구아칠레 베르데,1
catchtable_RKrgce7MiDQsx5Pzql9Yhg,아이엠베이글 공덕점,True,weighted_match,101,쪽파 크림치즈,1,아메리카노,1,치폴레 샐러드,1,크랜베리치킨 샌드위치,1,플레인 베이글,1
catchtable_PpIR_DMt_hFaQiRG0uS93w,캄 ,True,weighted_match,262,홍새우,19,타르타르,13,뽈뽀,7,흑돼지,5,카치오페페,2
catchtable_wWZI_uutjZmFYJq7jDOEkw,Atmosfera,True,weighted_match,190,아뇰로띠,4,아스파라거스,2,카프레제,2,비프 타르타르,1,한우 채끝,1
catchtable_FB2C2iM7SnhC6Knxd5cqgg,비폴릭 청담 (Beefholic),True,weighted_match,596,생일 및 기념일 로맨틱 터치 이벤트,98,,,,,,,,
catchtable_e5DkKarrBTfteKRAYfbF5g,라루치아 2호점,True,weighted_match,133,새우파스타,25,라자냐,10,크림뇨끼,6,브런치플레이트,2,토마토스튜,1
catchtable_q1DfJGpRNaCnbP07pUI6dg,졸리앤몰트,True,weighted_match,457,,,,,,,,,,
catchtable__LUD03uyH4SuWSMyT9oHWg,동화고옥 롯데월드몰점,True,weighted_match,977,금란(錦蘭) 갈비 코스,192,향연(饗宴) 갈비 코스,191,수라(水剌) 갈비 코스,190,영빈(迎賓) 갈비 코스,187,단체 코스지 제작,153
catchtable_UB7NKKXNMseNoqzP77OuSQ,우나기 욘다이메 키쿠카와 고속터미널점,True,weighted_match,845,시라야끼 멘타이 마부시,118,히츠마부시,89,욘다이메 키쿠카와 정식,18,욘다이메 키쿠카와 일품 우나쥬,16,명란 일품 히츠마부시,10
catchtable_vwNRodnmIKx1Fn8BtfuRzA,까사생갈비,True,weighted_match,193,돈키호테 샐러드,5,돼지모듬 세트,4,소 꽃갈비 &돼지생갈비 세트,4,후식 소고기 된장찌개,4,에베리코 베요타 블랙라벨 목살 (160g),4
catchtable_qZQ5ePz_Sz0CqibZdUGHEA,스낵바 에이넷 (aaaa),True,weighted_match,216,말그대로 스낵바입니다 배달가능합니다,7,새우튀김 스낵,5,클래식한 스타일의 알리오 올리오,2,,,,
catchtable_n29ZqqeZsn_iTIoIjbGi3Q,이닛 (INNIT),True,weighted_match,418,한우 우둔살 타르타르 / BEEF TARTARE,25,그릴 전복. 표고버섯 꼬치 / GRILLED ABALONE,16,어란 / BOTTARGA,12,그릴한 훈연 굴과 파프리카 버터 / OYSTER,11,제철 채소와 후무스 / VEGE,10
catchtable_YORdZ3yUTLWvw4x44UjZNA,비스트로누,True,weighted_match,279,문어,14,관자,5,해산물 스튜,3,아스파라거스,2,킹프라운 로제 파스타,1
catchtable_6EbZW42v8qAelYdO_LWVkw,우진가 더 챔버스 역삼점,True,weighted_match,152,한우육회,13,꽃갈비,9,안심,7,평양식 김치말이 국수,6,안창살,5
catchtable_oTjv_lOZLbwKyYSAqBLHdQ,모와 (Moi),True,weighted_match,429,참나물 봉골레,23,갈비 라구,7,치킨 버섯 리조또,4,아라비아따,4,문어 스테이크,3
catchtable_Cbed-uNbtchBSwtBFle81Q,js가든 압구정점,True,weighted_match,246,북경오리 (S),55,북경오리 (R),55,Nari,1,Lily,1,,
catchtable_PnRmT2Vz9oScZaB1rV9DMA,서울신라호텔 팔선,True,weighted_match,119,불도장,12,북경오리,11,상,9,옥,4,태,3
catchtable_C95X5jrQ9OKXJEJG_fDunQ,송추가마골 인어반 창동점,True,weighted_match,105,갈비탕,15,갈비만두,1,왕갈비탕,1,공기밥,1,더덕무침,1
catchtable_7C0WKDmnepMNfN9IDQg3LQ,팔 아트클럽,True,weighted_match,111,칼라브리제 파스타,15,화이트 라자냐,8,크루도 스파게티,4,아트 클럽 딸기 썬데이,3,봄 샐러드,3
catchtable_YYImvBMuFTxq7NzjpwbVjA,계단라멘 일산본점,True,weighted_match,389,모츠라멘,28,계단라멘,27,다마고밥,10,차슈덮밥,4,유자비빔라멘,1
catchtable_aMFOnDTHlVcPwhUFzU8rJw,너른마당,True,weighted_match,165,통오리밀쌈,4,음료,3,공기밥,3,접시만두,2,녹두지짐,2
catchtable_JPuroo595AGWvFxkKZmC_A,주토피아 서울,True,weighted_match,677,,,,,,,,,,
catchtable_a7R8HBLcov3kMReQC4Vjgw,스시오오모토,True,weighted_match,3408,런치 오마카세,716,디너 오마카세,710,,,,,,
catchtable_3tIi3wrwxyWxeYMHBzXGKA,대세박목살 본점,True,weighted_match,138,곤드레밥,32,등심 생 껍데기(150g),32,숙성삼겹살1인분 고기추가(150g),24,박목살 1인분 고기추가(150g),21,김치말이 냉국수,16
catchtable_bdQC06QjTsrjiaRy5R-Zag,독립밀방 서울역,True,weighted_match,213,파스타 & 스테이크 2인 SET,24,파스타 & 피자 2인 SET,22,해산물 로제 소스 파스타,17,수비드 광어 생면 파스타,16,파스타 & 리조또 2인 SET,15
catchtable_wrGtRuUKphZfMBwORwzGeA,쿠시카와,True,weighted_match,433,쿠시아게 오마카세,76,스페셜 런치 오마카세,59,,,,,,
catchtable_UoU9aSS5CI9ORi5hCKhB-g,앨리나인,True,weighted_match,430,양송이 타파스,34,해물 누룽지 파스타,2,우렁 된장 크림 리조또,2,차돌박이 된장 크림 파스타,2,소이소스 버섯 리조또,2
catchtable_nuYz1mpAQSNgCEdhbizxvQ,또보겠지떡볶이집 붕붕허니비점,True,weighted_match,303,버터갈릭감자튀김,54,날치알볶음밥,51,즉석떡볶이 2인,6,즉석떡볶이 3인,6,즉석떡볶이 4인,6
